Name,Address_full,Phone_number,Website,Rating,Region,Category
Novelle Traiteur,"Les Cambrelles, 33920 Saint-Girons-d'Aiguevives, France",+33 7 68 58 02 88,http://www.novelle-traiteur.com/,5.0,Nouvelle-Aquitaine,
Rotisserie et Traiteur Saveur Saveurs,"8 Cr Balguerie Stuttenberg, 33300 Bordeaux, France",+33 9 51 86 54 35,https://christinesaveur.wixsite.com/saveursaveurs,4.4,Nouvelle-Aquitaine,
"Canon, moments à partager",,+33 6 09 78 08 80,http://www.canonbordeaux.fr/,5.0,Nouvelle-Aquitaine,
Les 5 Sens Traiteur,"26 Chem. de Beauséjour, 33450 Ambarès-et-Lagrave, France",+33 6 51 31 55 82,http://event.les5senstraiteur.com/,4.8,Nouvelle-Aquitaine,
Traiteur l'île aux verrines,"Traiteur l'île aux verrines, 33450 Izon, France",+33 6 09 99 21 81,http://lileauxverrines.blogs.fr/,4.3,Nouvelle-Aquitaine,
Les Fantaisies de Merlet,,+33 6 44 85 51 15,https://www.lesfantaisiesdemerlet.fr/,4.9,Nouvelle-Aquitaine,
Traiteur Nomade - La Barquette des Saveurs,"24 Rue des Arbousiers, 33850 Léognan, France",+33 6 72 71 00 33,https://labarquettedessaveurs.fr/,4.9,Nouvelle-Aquitaine,
PUJOS TRAITEUR,"3 Rue Henri Latecoere, 33850 Léognan, France",+33 7 61 77 19 42,https://pujostraiteur.com/,5.0,Nouvelle-Aquitaine,
VIRONNEAU EVENEMENTIEL,"2 Rue de l Abbé David, 33133 Galgon, France",+33 5 57 74 30 08,http://www.vironneau-traiteurs.com/,4.7,Nouvelle-Aquitaine,
Fatima Traiteur marocain Saint-Loubès Bordeaux,"27 Rue Jean Ferrat, 33450 Saint-Loubès, France",+33 6 47 34 59 46,https://specialite-marocaine.com/,4.9,Nouvelle-Aquitaine,
Tout & Bon Bordeaux Lac,"18 Rue Roger Touton, 33300 Bordeaux, France",+33 5 57 13 24 66,https://toutetbon.fr/nos-traiteurs-france/bordeaux,4.8,Nouvelle-Aquitaine,
Ottaviani Traiteur,"15 lieu-dit, 33620 Tizac-de-Lapouyade, France",+33 6 37 03 50 77,http://ottavianitraiteur.fr/,4.7,Nouvelle-Aquitaine,
SAVARY Traiteur,"91 Chem. des Plateaux, 33270 Floirac, France",+33 5 56 86 26 79,http://www.savary-traiteur.fr/,4.5,Nouvelle-Aquitaine,
Barrère Traiteur,"8 Rue Léonce Garnier, 64600 Anglet, France",+33 5 59 31 41 26,http://www.barrere-traiteur.com/,4.7,Nouvelle-Aquitaine,
Lidwine Faure / Traiteur et cheffe à domicile,,+33 6 60 39 46 22,https://www.lidwinecuisine.fr/,5.0,Nouvelle-Aquitaine,
Vincent cuisine,"1 Grand Rue, 33540 Castelmoron-d'Albret, France",+33 6 59 63 90 18,,5.0,Nouvelle-Aquitaine,
Traiteur Foulou David,"Lieu dit aux Pins, 47200 Saint-Pardoux-du-Breuil, France",+33 5 53 20 88 57,http://www.davidfoulou-traiteur.com/,4.5,Nouvelle-Aquitaine,
Achenglil Méchoui,,+33 6 86 69 69 45,http://www.mechoui-a-domicile.fr/,5.0,Nouvelle-Aquitaine,
Traiteur Les Saveurs d'isa,"3 Rte de Lescazeilles, 33380 Mios, France",+33 6 16 33 05 11,https://www.facebook.com/les.saveurs.d.isa,5.0,Nouvelle-Aquitaine,
Marc Sainte-Claire Traiteur événementiel & méchoui gironde,"2-10 Rue Maxime Lafourcade, 33190 Gironde-sur-Dropt, France",+33 9 81 76 03 02,http://www.marcsainteclaire.fr/,5.0,Nouvelle-Aquitaine,
Nathalie Traiteur,"1 Imp. Franklin, 33530 Bassens, France",+33 9 53 93 91 34,http://nathalietraiteur.fr/,4.8,Nouvelle-Aquitaine,
Florent Linard Traiteur,"3 allée des chênes, 87440 Saint-Mathieu, France",+33 6 01 01 15 63,https://instagram.com/florent_linard_cuisine?igshid=OGQ5ZDc2ODk2ZA==,5.0,Nouvelle-Aquitaine,
Darroze Traiteur,"95 Cr du Général Leclerc, 33210 Langon, France",+33 5 56 63 00 48,https://darrozetraiteur.fr/fr/,4.9,Nouvelle-Aquitaine,
Florestin - Buffet éphémère,,+33 6 86 67 62 22,https://www.instagram.com/buffetflorestin/,5.0,Nouvelle-Aquitaine,
TRAITEUR COEUR D'ORAN,,+33 7 81 42 59 58,,5.0,Nouvelle-Aquitaine,
"Traiteur Charlie & Tom, Bordeaux","11 Rue Notre Dame, 33000 Bordeaux, France",+33 6 59 02 11 20,https://www.charlie-tom.fr/,4.5,Nouvelle-Aquitaine,
Créateurs de Saveurs - Franck Bordat,,+33 6 79 65 94 60,,5.0,Nouvelle-Aquitaine,
Traiteur Lavignac,"Av. de la Mairie, 64250 Cambo-les-Bains, France",+33 5 59 29 25 65,https://www.lavignac.com/,4.6,Nouvelle-Aquitaine,
Fernand chef à domicile,"62 Chem. de Thiot, 33770 Salles, France",+33 7 83 08 80 38,http://www.fernand-chefadomicile-gironde.com/,5.0,Nouvelle-Aquitaine,
La Cuisine de Roukia,"39 Rte de Créon, 33750 Saint-Germain-du-Puch, France",+33 6 89 26 70 30,http://www.cuisinederoukia.fr/,4.9,Nouvelle-Aquitaine,
PLAISIR TRAITEUR - 64800,"20 Pl. du Marcadieu, 64800 Nay, France",+33 5 59 61 12 96,http://www.traiteur-64-bearn.com/,4.6,Nouvelle-Aquitaine,
La Réunion lé là,,+33 6 70 52 83 21,http://www.traiteur-lareunion.com/,5.0,Nouvelle-Aquitaine,
LA MARMITE TRAITEUR BORDEAUX,"21 Rue des Menuts, 33000 Bordeaux, France",+33 5 57 95 96 08,https://la-marmite-traiteur.fr/,4.2,Nouvelle-Aquitaine,
Aux 4 saveurs/Les Savoureux,"282 Av. de la Confluence bâtiment 2, 47160 Damazan, France",+33 6 19 24 12 87,https://aux4saveurs.com/,4.9,Nouvelle-Aquitaine,
Céline Réception,"5 Benauge, 33420 Jugazan, France",+33 6 03 49 91 36,http://www.celine-reception.fr/,4.8,Nouvelle-Aquitaine,
David cuisine traiteur,"6 Rte de Paris, 33910 Saint-Denis-de-Pile, France",+33 6 38 39 08 41,https://david-cuisine-lessentiel.fr/,5.0,Nouvelle-Aquitaine,
Sesäme - Catering Bordeaux,,+33 6 14 07 14 49,https://www.instagram.com/sesame.grainsdefolie/,5.0,Nouvelle-Aquitaine,
Au Bon Goût,"22 Av. de Verdun, 33620 Lapouyade, France",+33 5 57 49 41 30,https://www.aubongout-33.fr/traiteur-33.html,4.3,Nouvelle-Aquitaine,
ET TOQUE !,"Le Ros-Ouest, 33730 Préchac, France",+33 6 62 98 61 33,https://www.myettoque.fr/,4.8,Nouvelle-Aquitaine,
cookmood traiteur,,+33 6 47 94 02 59,https://www.cookmood-traiteur.fr/,5.0,Nouvelle-Aquitaine,
De l'huile sur le feu,"17 Av. du Général de Gaulle, 33350 Saint-Magne-de-Castillon, France",+33 6 76 16 25 49,http://www.delhuilesurlefeu.fr/,5.0,Nouvelle-Aquitaine,
Le bonheur est dans l'assiette,"7 Rue Aliénor d'Aquitaine, 64510 Bordes, France",+33 6 88 68 70 95,https://delphinebruno57.wixsite.com/rakech,4.6,Nouvelle-Aquitaine,
La maison des delices,"37 Rue Judaïque, 33000 Bordeaux, France",+33 5 56 48 07 40,https://traiteur-charcutier-bordeaux.eatbu.com/,4.6,Nouvelle-Aquitaine,
My Terroir,,+33 5 56 48 79 00,https://www.my-terroir.fr/,4.7,Nouvelle-Aquitaine,
Traiteur la Rose des Sables Royan,"14 Rue François Arago, 17200 Royan, France",+33 5 46 05 16 22,http://traiteur17.fr/,4.8,Nouvelle-Aquitaine,
Traiteur Henriquet,"6 Rue de la Corbonne, 17800 Pons, France",+33 6 87 21 37 02,https://traiteur-henriquet.fr/?utm_source=gmb,4.5,Nouvelle-Aquitaine,
Elyse traiteur,"3 Rue Jean Baptiste Greuze, 33160 Saint-Médard-en-Jalles, France",+33 5 56 30 24 84,http://www.elyse-traiteur.fr/,5.0,Nouvelle-Aquitaine,
Lys d'Or traiteur,"313 Allee des Commerces, 47800 Saint-Pardoux-Isaac, France",+33 6 77 32 63 38,https://www.lysdortraiteur.com/,4.6,Nouvelle-Aquitaine,
Scénologie,"9 Allées de Chartres, 33000 Bordeaux, France",+33 6 86 90 05 15,https://scenologie.fr/,5.0,Nouvelle-Aquitaine,
L’Atelier Traiteur,"3 Rte des Grands Bois, 16190 Salles-Lavalette, France",+33 7 77 77 39 14,http://www.lateliertraiteur16.fr/,5.0,Nouvelle-Aquitaine,
Cocotte Mijote - Traiteur à domicile - chef à domicile,,+33 6 86 73 29 48,http://www.cocottemijote.fr/,5.0,Nouvelle-Aquitaine,
"Le food boat, tapas terre et mer à domicile ( food truck )",,+33 6 60 19 83 46,http://www.le-food-boat.fr/,4.9,Nouvelle-Aquitaine,
Paëlla Tradition - Traiteur du Sud - Livraison de Paella Bordeaux,"Av. de Saint-Géry, 33170 Gradignan, France",+33 6 62 02 56 59,https://www.traiteurdusudgironde.fr/,4.7,Nouvelle-Aquitaine,
Lacoste Traiteur,"47 Av. de la Forêt, 33320 Eysines, France",+33 5 56 57 59 67,http://www.lacoste-traiteur.com/,4.4,Nouvelle-Aquitaine,
Les Inspirés - Personal Traiteur à Agen,"Rue de Bellile, 47000 Agen, France",+33 5 53 68 04 15,http://www.lesinspirestraiteur.fr/,4.7,Nouvelle-Aquitaine,
Sarciat Traiteur,"6 All. de l'Airial, 33640 Castres-Gironde, France",+33 6 12 50 71 59,,5.0,Nouvelle-Aquitaine,
Kyra’s Traiteur,,+33 6 17 69 92 54,https://linktr.ee/Kyra.s__,5.0,Nouvelle-Aquitaine,
Médoc Traiteur,"6 Zone Artisanale Boulevard Maritime, 33180 Saint-Estèphe, France",+33 5 56 59 63 59,,4.4,Nouvelle-Aquitaine,
Une histoire de goût,"136 Avenue de St Médard, 33700 Mérignac, France",+33 5 56 47 46 47,http://www.unehistoiredegout.com/presentation.html,4.8,Nouvelle-Aquitaine,
nuevo-traiteur,"14 Rue Richard Wagner, 33700 Mérignac, France",+33 6 29 95 51 95,https://www.nuevo-traiteur.fr/,5.0,Nouvelle-Aquitaine,
MM Brunch traiteur halal,,+33 7 82 88 32 56,https://www.mmbrunchtraiteur.com/,5.0,Nouvelle-Aquitaine,
JMB Traiteur,"17 Rue Mondon, 33310 Le Bouscat, France",+33 6 10 62 66 30,http://jmbtraiteur.com/,4.8,Nouvelle-Aquitaine,
JC Traiteur,"6 Rte de la Croix Maulde, 87460 Bujaleuf, France",+33 5 55 69 50 95,https://www.jc-traiteur.fr/,5.0,Nouvelle-Aquitaine,
salle de réception & restaurant éphémère l'Auvergnassou aux saveurs Bellocoises,"L'Auvergnassou, 19430 Bassignac-le-Bas, France",+33 6 12 65 90 60,http://aux-saveurs-bellocoises-auvergnassou.eatbu.com/,4.8,Nouvelle-Aquitaine,
Les Toqués du Bassin - 🥂 Traiteur sans limites à Arcachon,,+33 6 37 60 31 75,https://www.lestoquesdubassin.fr/,4.1,Nouvelle-Aquitaine,
L'instanTraiteur,"10 Rte de Pitoys, 64600 Anglet, France",+33 5 59 43 81 99,http://www.linstantraiteur.com/,4.7,Nouvelle-Aquitaine,
L'armandine - Traiteur Mariages Réceptions en Dordogne,"18 Imp. du Renard Gourmand, 24600 Saint-Sulpice-de-Roumagnac, France",+33 6 09 14 44 80,,4.7,Nouvelle-Aquitaine,
Bigot Yannick,"Lieu-dit La Gare, 24520 Saint-Nexans, France",+33 5 53 73 28 41,http://www.lesgastronhomeperigourdins.com/,5.0,Nouvelle-Aquitaine,
Presto Traiteur,"3385 route de l océan, 47130 Montesquieu, France",+33 5 53 67 87 24,https://prestotraiteur.com/,4.5,Nouvelle-Aquitaine,
Le Nectar - Traiteur Bordeaux,,+33 5 56 32 15 30,https://lenectar.fr/,5.0,Nouvelle-Aquitaine,
Saint Exupery Réceptions,"Zone industrielle du coutal, 24120 Terrasson-Lavilledieu, France",+33 6 10 54 29 68,http://www.saint-exupery-receptions.fr/,4.9,Nouvelle-Aquitaine,
Traiteur Lamy,"23 Rue de Cournil, 47300 Villeneuve-sur-Lot, France",+33 6 20 34 32 09,http://www.traiteur-dordogne-lamy.com/,4.4,Nouvelle-Aquitaine,
La Maison Du Traiteur,"27 Rue des Douves, 33800 Bordeaux, France",+33 5 56 92 92 29,http://lamaisondutraiteur.site-solocal.com/,4.9,Nouvelle-Aquitaine,
TRAITEUR CANAULAIS,,+33 7 85 21 27 45,http://www.traiteurcanaulais.com/,4.6,Nouvelle-Aquitaine,
S. Meudan & Gasteuil,"9 Comarque, 33390 Cars, France",+33 5 57 64 36 89,http://www.meudan-gasteuil.com/,4.8,Nouvelle-Aquitaine,
JB Traiteur,,+33 6 20 09 79 09,http://www.jbtraiteur.com/,5.0,Nouvelle-Aquitaine,
"Dam aux fourneaux | Street food végétale | Traiteur, catering et événements | Bordeaux",,+33 6 47 54 44 88,http://www.damauxfourneaux.fr/,5.0,Nouvelle-Aquitaine,
Traiteur Mariages et Réceptions - Eric Sucère,"Rue du Château, 32110 Panjas, France",+33 6 41 22 21 06,https://www.sucere-traiteur.fr/,4.6,Nouvelle-Aquitaine,
Traiteurs Bordeaux,"107 Cr de la Somme, 33800 Bordeaux, France",,http://www.traiteurs-bordeaux.fr/,5.0,Nouvelle-Aquitaine,
Lagrangette Traiteur,"Lagrangette, 47360 Saint-Salvy, France",+33 5 53 47 69 50,http://www.lagrangette-traiteur.com/,4.4,Nouvelle-Aquitaine,
Laëti'plats,,+33 6 66 70 99 74,,4.9,Nouvelle-Aquitaine,
La Ferme de Puycheny,"Puycheny, 24660 Sanilhac, France",+33 6 84 61 07 55,http://www.lafermedepuycheny.fr/,4.9,Nouvelle-Aquitaine,
TENTATION TRAITEUR,"345 Av. de l'Argonne, 33700 Mérignac, France",+33 5 56 79 72 18,https://www.tentationtraiteur.fr/,5.0,Nouvelle-Aquitaine,
SEBASTIEN TESSIER,"Pass. la Lanière, 33230 Les Églisottes-et-Chalaures, France",+33 6 21 05 35 34,,5.0,Nouvelle-Aquitaine,
3 petits plats,"8 Rue du Maréchal Joffre, 33000 Bordeaux, France",+33 5 56 01 01 19,http://www.3petitsplats.fr/index.html,4.6,Nouvelle-Aquitaine,
Lita Favia Traiteur,,+33 6 40 71 03 30,https://www.litafavia.fr/,5.0,Nouvelle-Aquitaine,
La Table De Cana Bordeaux,"Chem. du Plantey, 33170 Gradignan, France",+33 5 56 89 00 48,https://www.latabledecanabordeaux.fr/,4.3,Nouvelle-Aquitaine,
Caterer And Restaurant Sale Take Saveurs Métissées Linars,"11 Rue des Boisdons, 16730 Linars, France",+33 6 40 48 62 19,https://restaurant-vente-a-emporter-saveurs-metissees.webnode.fr/,4.7,Nouvelle-Aquitaine,
Chez Maly,,+33 6 14 84 08 26,,5.0,Nouvelle-Aquitaine,
Barbecue Box Traiteur Aquitaine,,+33 6 81 77 90 33,http://barbecue-box-traiteur-aquitaine.blogspot.fr/,3.9,Nouvelle-Aquitaine,
Quonvive - Traiteur Bordeaux,,+33 6 68 35 49 64,https://www.quonvive.fr/,5.0,Nouvelle-Aquitaine,
MAISON DANESI - TRAITEUR & CHEFFE A DOMICILE,,+33 6 79 77 06 10,https://maisondanesi.fr/,5.0,Nouvelle-Aquitaine,
sylvietraiteur,"123 Imp. du Castalet, 40090 Lucbardez-et-Bargues, France",+33 6 01 63 83 75,,5.0,Nouvelle-Aquitaine,
Mamie food,,+33 7 88 77 79 99,,5.0,Nouvelle-Aquitaine,
Alex Traiteur Rôtisseur,"59 Rue Lafon, 33540 Sauveterre-de-Guyenne, France",+33 6 66 98 91 96,http://www.alexencuisine.com/,5.0,Nouvelle-Aquitaine,
La Maison Lestieux,"8 Rue des Écluses lot Liougey, 33980 Audenge, France",+33 6 65 76 86 09,http://lamaisonlestieux.fr/,4.0,Nouvelle-Aquitaine,
Si ana régal',,+33 6 95 21 25 92,https://www.facebook.com/people/Si-Ana-R%C3%A9gal/100082727712955/,5.0,Nouvelle-Aquitaine,
ME Traiteur Cognac,,+33 6 51 07 85 82,,4.9,Nouvelle-Aquitaine,
"Flo Resto Event, France",,+33 6 17 07 74 27,http://florestoevent.fr/,4.6,Nouvelle-Aquitaine,
L ESCALE GOURMANDE,,+33 6 58 88 35 85,https://www.lescalegourmande-traiteur.fr/,5.0,Nouvelle-Aquitaine,
Richard Traiteur,,+33 6 75 28 65 96,http://richardtraiteur17.fr/,5.0,Nouvelle-Aquitaine,
La Belle Créole Traiteur,"9 Pl. de la 5ème République, 33600 Pessac, France",+33 6 33 62 50 93,https://labellecreole.eatbu.com/,5.0,Nouvelle-Aquitaine,
ACHENGLIL MECHOUI,"21 Le Treytin, 33112 Saint-Laurent-Médoc, France",+33 6 86 69 69 45,https://www.mechoui-a-domicile.fr/,5.0,Nouvelle-Aquitaine,
Le petit asturien - traiteur espagnol Bordeaux,,+33 6 26 46 10 61,,5.0,Nouvelle-Aquitaine,
Cheffe à domicile - Traiteur végétarien - Cuisine Méditerranéenne - Emma Pitti-Ferrandi,,+33 6 68 99 98 57,https://emmapittiferrandi.com/,5.0,Nouvelle-Aquitaine,
Chez Yann,"4 l’orée du bois, 33680 Le Porge, France",+33 6 25 78 67 98,https://www.chez-yann.fr/,4.6,Nouvelle-Aquitaine,
Boueilh Patricia,"461 Chem. de Mellet, 40270 Renung, France",+33 5 58 71 50 59,https://www.enclosdumellet.fr/,4.8,Nouvelle-Aquitaine,
CSiBon Traiteur et Foodtruck,,+33 6 61 89 98 99,https://csibon-ba.fr/,5.0,Nouvelle-Aquitaine,
Petit Mets Grande Gourmandise,,+33 6 88 41 70 26,https://www.facebook.com/PetitMetsGrandeGourmandise.fr,5.0,Nouvelle-Aquitaine,
Traiteur campan,"10 À l'Ilet E, 33190 La Réole, France",,,4.5,Nouvelle-Aquitaine,
Célanne,,,https://celanne.fr/,5.0,Nouvelle-Aquitaine,
Yummy,,+33 6 95 20 11 35,,5.0,Nouvelle-Aquitaine,
Les petites mains de Michou,,+33 7 66 02 67 28,,4.8,Nouvelle-Aquitaine,
Marie La Gouyate,,+33 6 67 24 05 35,https://marielagouyate.eatbu.com/?lang=fr,5.0,Nouvelle-Aquitaine,
Cazdalou Traiteur,,+33 6 79 33 53 50,,4.9,Nouvelle-Aquitaine,
Houri Traiteur,,+33 6 84 58 07 06,http://www.traiteurhouri.com/,4.3,Nouvelle-Aquitaine,
Traiteur Bazas,,+33 6 23 90 38 07,,,Nouvelle-Aquitaine,
J'M TRAITEUR,,+33 6 99 99 45 67,,5.0,Nouvelle-Aquitaine,
Traiteur des deux vallées - Dordogne,,+33 5 53 31 68 26,http://cuisinier-des-deux-vallees.com/,4.6,Nouvelle-Aquitaine,
Traiteur de la Haute Lande,"Rte de Mont de Marsan, 33125 Hostens, France",+33 5 56 88 57 30,,4.8,Nouvelle-Aquitaine,
L'Amuse-Bouche - Traiteur local - Cocktail et buffet évenementiel - Nantes,,+33 6 50 92 41 59,https://www.amusebouche-nantes.fr/,5.0,Nouvelle-Aquitaine,
Laurent Traiteur - Paella / À domicile / Marchés,,+33 6 75 24 27 90,,4.6,Nouvelle-Aquitaine,
OM KITCHEN traîteur vegan,,+33 6 66 96 98 30,http://www.omkitchen.fr/,5.0,Nouvelle-Aquitaine,
Traiteur La cuisine d'Aélys,,+33 6 98 51 46 19,,5.0,Nouvelle-Aquitaine,
Le Petit Valadier / BRASERO TRAITEUR,,+33 6 30 97 03 88,https://www.facebook.com/profile.php?id=100091061784628,4.9,Nouvelle-Aquitaine,
Le K - Artisan Traiteur,,+33 7 81 82 26 39,https://le-k-artisan-traiteur.eatbu.com/,4.8,Nouvelle-Aquitaine,
L'atelier Désiré Frisque,,+33 2 51 51 41 68,http://www.traiteur-desirefrisque.fr/,4.6,Nouvelle-Aquitaine,
Lou Gueuleton,,+33 6 58 01 47 37,https://www.facebook.com/lougueuleton,5.0,Nouvelle-Aquitaine,
Dulou Traiteur,"24 bis Rte du Bois de Savis, 33640 Castres-Gironde, France",+33 5 56 67 10 44,http://www.dulou-traiteur.com/,4.2,Nouvelle-Aquitaine,
Le Voyage Végétal,,+33 7 60 77 13 65,,5.0,Nouvelle-Aquitaine,
Ma Green Cantine,,+33 6 82 63 23 85,https://www.magreencantine.fr/,4.9,Nouvelle-Aquitaine,
Numéro 33 Pizza Napoletana - Traiteur italien - Italian Food -,,+33 6 79 12 44 23,,5.0,Nouvelle-Aquitaine,
Traiteur Auchan Bordeaux Bouliac,"59 Rue de la Gabarre CS 80009, 33270 Bouliac, France",+33 5 57 97 88 00,https://traiteur.auchan.fr/magasin/auchan-traiteur-bordeaux-bouliac-63/e-11127667,4.0,Nouvelle-Aquitaine,
La Renaissance Traiteur,"13 Rue René Cassin, 33112 Saint-Laurent-Médoc, France",+33 5 56 09 06 82,http://www.ribes-traiteur-33.com/,3.6,Nouvelle-Aquitaine,
Au Palais des Antilles traiteur Antillais,,+33 6 24 12 04 41,https://www.aupalaisdesantilles972.com/,,Nouvelle-Aquitaine,
kaz kreyol,,+33 7 80 97 92 48,,5.0,Nouvelle-Aquitaine,
M et M Traiteur,,+33 6 07 22 92 23,,5.0,Nouvelle-Aquitaine,
Le Bouchon d'Esteuil,"Pl. du 19 Mars 1962, 33340 Saint-Germain-d'Esteuil, France",+33 6 82 06 78 85,http://www.lebouchondesteuil.fr/,4.6,Nouvelle-Aquitaine,
Oui Chef 31 - Traiteur Evénementiel,,+33 6 52 39 40 31,https://ouichef31.fr/,5.0,Nouvelle-Aquitaine,
Nini et Vous,,+33 6 58 77 86 92,http://www.ninietvous.fr/,5.0,Nouvelle-Aquitaine,
Events By Nicolas Traiteur,"6 Bd de la République, 16000 Angoulême, France",+33 5 45 20 18 02,https://www.groupebrigadeandco.fr/,4.6,Nouvelle-Aquitaine,
Aïda traiteur,,+33 7 71 67 43 57,,5.0,Nouvelle-Aquitaine,
Le Mien Traiteur,"76 bis Rue de Saintes 78, 16000 Angoulême, France",,https://sites.google.com/site/lemienboutiquetraiteur/home,4.7,Nouvelle-Aquitaine,
AL Traiteur 86,,+33 6 17 23 38 94,https://www.altraiteur86.fr/,5.0,Nouvelle-Aquitaine,
Fabien Traiteur,,+33 6 58 58 12 14,,,Nouvelle-Aquitaine,
Cook Pouce,,+33 6 45 87 35 74,,5.0,Nouvelle-Aquitaine,
TJL Traiteur,,+33 6 26 10 15 05,https://tjltraiteur.wordpress.com/,5.0,Nouvelle-Aquitaine,
Traiteur bordeaux,"1 Pl. François Mitterrand, 33150 Cenon, France",+33 6 66 33 69 62,https://traiteurbordeaux.fr/,5.0,Nouvelle-Aquitaine,
Traiteur Larrieu,"5 Pl. Camps, 64260 Louvie-Juzon, France",+33 5 59 05 61 41,,4.1,Nouvelle-Aquitaine,
OLIVIER TRAITEUR AGENAIS,"145 Bd de la République, 47000 Agen, France",+33 5 64 25 09 05,https://olivier-traiteur-agenais.com/,4.3,Nouvelle-Aquitaine,
LE SOLEIL COUCHANT Traiteur Exotique,,+33 6 15 71 48 03,https://lesoleilcouchant.eatbu.com/?lang=fr,5.0,Nouvelle-Aquitaine,
Lou Vincent Traiteur,,+33 6 08 21 71 05,,,Nouvelle-Aquitaine,
cuisine des gourmets,,+33 6 35 91 95 82,,,Nouvelle-Aquitaine,
Le Couturier du Goût - Traiteur et Réceptions Particuliers & Professionnels,,+33 5 55 35 07 77,http://www.lecouturierdugout.com/,4.5,Nouvelle-Aquitaine,
ACTraiteur,,+33 6 61 40 48 31,,5.0,Nouvelle-Aquitaine,
Ben Traiteur,,+33 6 20 72 54 92,,5.0,Nouvelle-Aquitaine,
Coclé,,+33 6 86 67 61 13,http://www.cocle.fr/,4.9,Nouvelle-Aquitaine,
TRAITEUR EVENTS,"Château de Lerse, 16250 Pérignac, France",+33 6 60 53 05 90,http://traiteurevents.com/,5.0,Nouvelle-Aquitaine,
L'Auberge du Bon Coin,"LE BOURG DU, 24140, France",+33 5 53 58 86 99,https://www.traiteur24-auboncoin.com/,4.2,Nouvelle-Aquitaine,
Le Mirliton Traiteur,"23 Rue des Borderies, 16100 Saint-Laurent-de-Cognac, France",+33 6 04 47 70 77,http://www.lemirliton.fr/,5.0,Nouvelle-Aquitaine,
Laurent Valla Traiteur,,+33 6 59 02 05 30,,5.0,Nouvelle-Aquitaine,
LorientExpress traiteur,,+33 6 45 84 41 61,,5.0,Nouvelle-Aquitaine,
Thalia Event - Traiteur Évènementiel & Cuisine de l'Océan Indien,,+33 6 24 32 31 92,https://www.thaliaevent.fr/,5.0,Nouvelle-Aquitaine,
Saveurs Gourmandes,,+33 2 53 78 27 03,http://www.saveursgourmandes.net/,4.8,Nouvelle-Aquitaine,
Lavignac Traiteur la biscuiterie de louhossoa,"153 Trinketeko karrika, 64250 Louhossoa, France",+33 5 59 48 40 58,http://www.lavignac.com/,5.0,Nouvelle-Aquitaine,
Truck de ouf,,+33 6 19 17 48 45,https://www.facebook.com/truckdeoufroyan,5.0,Nouvelle-Aquitaine,
Lacampagne Benoit,"9 All. des Pins Francs, 33430 Cudos, France",+33 5 56 25 46 62,,4.1,Nouvelle-Aquitaine,
SE7EN TRAITEUR,"28 Av. de la Forêt, 33320 Eysines, France",+33 6 23 12 41 46,http://www.seven-traiteur.com/,4.5,Nouvelle-Aquitaine,
NeptuneCook,,+33 6 59 84 68 42,,5.0,Nouvelle-Aquitaine,
Food Event,"27 Rue Pomme d'Or, 33000 Bordeaux, France",+33 6 16 70 81 49,https://food-event.fr/,,Nouvelle-Aquitaine,
Suculus traiteur,,+33 6 24 29 23 20,,,Nouvelle-Aquitaine,
L’Éléphant Gourmand- Traiteur et marchés locaux,,+33 6 47 82 82 12,https://www.lelephantgourmand.fr/,4.9,Nouvelle-Aquitaine,
L'Atelier Contemporain,"91 Chem. des Plateaux, 33270 Floirac, France",+33 7 61 77 05 15,https://www.ateliercontemporain-traiteur.fr/,,Nouvelle-Aquitaine,
Boucherie Charcuterie Traiteur PARANGON,"269 Cr de la Somme, 33800 Bordeaux, France",+33 5 56 91 27 32,https://www.instagram.com/boucherieparangon/,4.1,Nouvelle-Aquitaine,
Houri traiteur,,+33 6 84 58 07 06,https://www.traiteurhouri.com/,,Nouvelle-Aquitaine,
Cuisin’ensemble,,+33 6 47 04 63 80,http://cuisinensemble.eatbu.com/,5.0,Nouvelle-Aquitaine,
La Mentina,"12 Rue de la Belle Rose, 33130 Bègles, France",+33 6 61 10 99 51,https://lamentina.fr/,5.0,Nouvelle-Aquitaine,
Agen Events - Traiteur à Agen dans le Lot-et-Garonne,"38 Rue Paulin Régnier, 47000 Agen, France",+33 5 53 95 05 96,https://www.agen-events.fr/,3.0,Nouvelle-Aquitaine,
